,date_MES,date_fin,event,zone_corro
6127,1997-01-05,2018-12-31,0,1
12306,1994-11-14,2018-12-31,0,0
11126,2004-11-21,2018-12-31,0,0
19313,2003-12-09,2018-12-31,0,0
15287,2007-10-12,2018-12-31,0,0
16742,1986-03-18,2012-03-28,1,0
9901,1997-10-27,2018-12-31,0,1
16308,2005-10-09,2018-12-31,0,0
19486,2002-05-14,2018-12-31,0,1
18134,1996-01-24,2018-12-31,0,0
17733,2001-06-10,2011-07-25,1,1
1672,2000-11-27,2018-12-31,0,0
11454,2005-07-08,2018-12-31,0,1
10818,2009-01-25,2018-12-31,0,0
12464,1994-06-06,2018-12-31,0,0
19567,2003-06-19,2011-02-20,1,1
5852,2001-07-15,2018-12-31,0,0
1508,2002-02-17,2018-12-31,0,0
5638,1992-01-08,2018-12-31,0,0
12721,1988-03-21,2018-05-22,1,0
3683,2006-04-13,2018-12-31,0,0
18964,2003-12-24,2018-12-31,0,0
656,1998-04-19,2018-12-31,0,0
14789,1994-07-17,2018-12-31,0,0
6831,2002-12-26,2018-12-31,0,0
10410,2007-02-10,2018-12-31,0,0
16235,1996-09-25,2012-09-26,1,1
7485,1999-06-30,2018-12-31,0,1
17527,2002-02-28,2018-12-31,0,0
11700,1999-06-25,2017-09-03,1,1
12074,1994-10-01,2018-12-31,0,0
11256,2009-06-18,2018-12-31,0,1
9269,2004-04-08,2018-12-31,0,0
14006,2009-03-28,2018-12-31,0,0
7935,1988-01-02,2018-12-31,0,0
15258,2005-03-26,2018-12-31,0,0
7939,1988-11-06,2016-02-19,1,1
6645,2006-06-07,2018-12-31,0,0
14365,2007-01-16,2017-07-10,1,0
1568,1997-04-12,2018-12-31,0,0
14586,1997-08-23,2018-12-31,0,0
6109,1998-11-23,2018-12-31,0,0
1949,2006-02-04,2018-12-31,0,0
2252,1986-07-19,2011-02-26,1,0
7531,2000-07-22,2018-12-31,0,0
12572,2002-09-21,2018-12-31,0,0
6010,2000-09-06,2014-07-27,1,1
10629,1990-07-18,2018-12-31,0,0
3265,2006-09-22,2018-12-31,0,1
5041,2002-11-19,2018-12-31,0,0
16970,2003-05-25,2012-01-14,1,0
15987,2000-11-15,2018-12-31,0,0
7776,1996-10-25,2018-12-31,0,0
12077,2006-09-26,2018-12-31,0,1
19094,1984-11-08,2018-12-31,0,1
1725,2006-05-04,2018-12-31,0,0
13309,1998-09-27,2018-12-31,0,0
13520,1999-07-19,2014-10-18,1,1
8629,2007-06-13,2018-12-31,0,0
15109,2007-05-21,2018-10-24,1,1
3406,2000-03-27,2018-12-31,0,0
12717,2005-11-22,2018-12-31,0,0
2833,2009-02-08,2018-12-31,0,1
7143,2003-09-04,2017-07-05,1,0
1950,2007-05-15,2018-12-31,0,1
11535,2009-01-03,2018-12-31,0,0
2011,2009-06-29,2018-12-31,0,0
14524,2002-07-14,2018-12-31,0,0
10916,1997-10-09,2018-12-31,0,0
1053,2006-05-07,2018-12-31,0,0
6808,2004-10-11,2018-12-31,0,1
17122,1983-03-14,2018-12-31,0,1
6370,1999-04-12,2018-12-31,0,0
15650,2006-09-13,2018-12-31,0,1
17368,2001-11-20,2018-12-31,0,0
10464,2001-03-16,2018-12-31,0,0
3412,1997-02-07,2018-03-15,1,0
4997,2008-04-28,2018-12-31,0,1
7332,2003-01-13,2018-12-31,0,0
19345,1998-11-18,2018-07-02,1,1
2176,1990-04-21,2018-12-31,0,0
8538,1997-06-26,2018-12-31,0,1
12508,2008-12-05,2018-12-31,0,0
18215,2007-03-14,2014-05-26,1,1
9477,2001-02-01,2018-12-31,0,0
10691,2001-04-06,2018-12-31,0,0
7811,1984-10-11,2010-08-11,1,1
3092,1992-05-14,2010-09-02,1,1
18711,2001-07-25,2018-12-31,0,1
1055,1994-07-10,2018-12-31,0,0
9316,2009-01-04,2018-12-31,0,0
18373,2003-12-05,2018-12-31,0,1
17388,2006-11-07,2018-12-31,0,1
5911,2004-03-30,2018-12-31,0,0
3427,2001-09-08,2016-10-25,1,0
7403,2009-08-31,2018-12-31,0,0
14744,1997-11-18,2011-07-12,1,0
17698,1997-08-26,2018-12-31,0,0
7159,2007-05-18,2018-12-31,0,0
11817,1998-07-21,2018-12-31,0,0
19969,1991-04-22,2018-12-31,0,0
5951,1992-05-28,2018-12-31,0,0
16858,1998-04-10,2018-12-31,0,0
11484,2007-11-28,2018-12-31,0,0
1071,2003-06-25,2018-12-31,0,0
10230,2005-09-16,2018-12-31,0,0
5700,2007-12-08,2018-12-31,0,0
13679,2008-02-29,2018-12-31,0,0
18350,1997-11-14,2018-12-31,0,0
9277,2001-09-03,2018-12-31,0,0
17430,2004-03-28,2018-12-31,0,0
5547,1985-11-24,2011-12-30,1,1
14204,2001-11-26,2018-12-31,0,1
6012,2001-11-22,2018-12-31,0,0
11187,1993-08-19,2018-09-25,1,0
12826,2006-12-12,2018-12-31,0,1
2514,2007-01-16,2018-12-31,0,0
8194,2004-02-06,2018-12-31,0,0
11206,1987-02-17,2011-03-26,1,0
15530,1999-09-10,2018-12-31,0,1
13554,2001-01-26,2016-06-20,1,1
6823,1976-06-05,2018-12-31,0,0
10730,2003-07-22,2018-12-31,0,1
6583,1993-10-04,2018-12-31,0,1
18747,2000-10-21,2018-12-31,0,0
16614,1990-04-20,2018-12-31,0,0
12320,2000-04-02,2018-12-31,0,0
1173,2001-08-05,2018-12-31,0,1
13577,2006-06-28,2018-12-31,0,1
8947,2001-08-08,2018-12-31,0,1
11530,1996-03-08,2012-05-14,1,1
1401,2009-08-02,2018-12-31,0,0
18379,2000-07-18,2018-12-31,0,0
7996,1988-05-01,2018-12-31,0,0
7806,2008-07-09,2018-12-31,0,0
18610,2006-05-31,2016-05-16,1,0
16693,2006-03-03,2018-12-31,0,0
9950,1993-05-19,2018-12-31,0,0
14236,1995-08-17,2018-12-31,0,0
10686,2008-01-30,2010-01-03,1,1
14913,2004-04-30,2018-12-31,0,1
12264,2004-12-23,2018-12-31,0,0
10269,2004-09-20,2018-12-31,0,0
14388,2002-03-12,2012-01-25,1,1
12995,2008-01-11,2018-12-31,0,0
15341,1998-08-06,2011-01-01,1,1
15700,2007-12-25,2018-12-31,0,0
5491,1989-10-21,2013-12-24,1,0
4380,2002-07-16,2018-12-31,0,0
15870,1990-03-16,2014-09-20,1,1
10544,2007-09-25,2018-12-31,0,1
11642,2006-09-14,2018-12-31,0,0
14466,1984-11-17,2014-04-10,1,1
16439,2005-10-02,2018-11-08,1,1
1129,2008-06-18,2018-12-31,0,0
1694,2004-01-01,2018-12-31,0,0
17778,2003-12-29,2018-12-31,0,0
3132,2005-02-18,2018-12-31,0,1
3644,2008-04-28,2018-12-31,0,0
14584,2005-12-22,2018-12-31,0,0
5982,2008-10-07,2018-12-31,0,0
16485,1999-04-25,2018-12-31,0,0
6576,1996-05-07,2018-12-31,0,0
19937,1998-02-27,2018-12-31,0,1
9176,2008-11-03,2018-12-31,0,0
6027,2002-07-11,2018-12-31,0,1
11149,2005-03-14,2018-12-31,0,0
10208,2001-05-17,2018-12-31,0,0
2423,2001-02-23,2012-06-18,1,1
17942,2004-05-22,2018-12-31,0,0
16223,1999-10-18,2018-12-31,0,0
7639,2003-08-15,2018-12-31,0,0
5653,2003-09-03,2018-12-31,0,0
8705,2007-03-17,2018-12-31,0,0
822,2004-04-07,2018-12-31,0,1
10048,1998-02-04,2018-12-31,0,0
8957,1992-06-24,2010-05-25,1,1
3601,2002-07-01,2018-12-31,0,0
11255,2004-06-22,2018-12-31,0,0
8024,1998-09-23,2018-12-31,0,0
16660,2002-12-03,2018-12-31,0,1
512,1992-09-04,2015-11-06,1,1
19695,2008-04-16,2018-12-31,0,0
19421,1994-11-21,2018-12-31,0,0
10844,1988-09-20,2012-10-17,1,1
13385,1986-05-24,2018-12-31,0,0
9505,1995-05-27,2010-03-10,1,0
8394,2002-01-29,2015-03-22,1,1
11826,2005-06-26,2018-12-31,0,0
19962,2001-02-15,2018-12-31,0,0
7108,2000-03-22,2018-12-31,0,0
19475,2002-10-22,2017-05-19,1,0
12516,1994-05-04,2018-12-31,0,0
6163,2002-02-20,2018-12-31,0,0
18216,1983-12-05,2015-03-30,1,0
12796,2003-07-25,2018-12-31,0,0
12725,2005-09-25,2011-11-07,1,1
12387,1993-02-13,2018-12-31,0,0
14632,2009-01-16,2018-12-31,0,1
13,2005-04-09,2018-12-31,0,1
9581,2006-09-03,2018-12-31,0,1
10929,2003-01-03,2018-12-31,0,0
5623,1993-11-25,2018-12-31,0,0
8470,2006-07-22,2018-12-31,0,1
7190,1996-02-15,2018-12-31,0,0
11790,1994-08-20,2018-12-31,0,1
3224,1995-03-26,2018-12-31,0,1
664,2003-07-20,2018-12-31,0,0
12944,2008-05-15,2018-12-31,0,0
14435,2001-12-01,2018-12-31,0,1
13001,2000-12-11,2018-12-31,0,0
6763,2004-12-02,2018-12-31,0,0
19582,2006-06-24,2018-12-31,0,0
1379,1998-06-02,2018-06-21,1,1
9750,2001-05-23,2016-05-28,1,1
12216,2002-01-01,2018-12-31,0,0
16571,2006-11-03,2018-12-31,0,0
8115,2007-08-27,2018-12-31,0,0
2526,1999-03-05,2018-12-31,0,0
8668,2009-09-26,2018-12-31,0,0
376,1999-07-23,2016-08-01,1,1
6756,1991-05-24,2018-12-31,0,0
694,1998-11-20,2018-12-31,0,0
10945,1999-05-27,2018-12-18,1,0
2806,2008-09-25,2018-12-31,0,0
659,2000-12-27,2018-12-31,0,0
16866,1993-11-21,2018-12-31,0,0
14990,2009-04-05,2018-12-31,0,1
8181,2004-05-06,2018-12-31,0,0
15268,2008-08-01,2018-12-31,0,0
19485,2008-06-07,2018-12-31,0,0
4005,1999-02-06,2015-08-19,1,1
10045,2001-07-10,2018-12-31,0,1
3348,2006-12-17,2018-12-31,0,0
6359,1997-03-26,2018-12-31,0,0
13880,2001-05-17,2018-12-31,0,1
12416,2004-02-05,2018-12-31,0,0
2956,2001-01-30,2018-12-31,0,0
7553,2003-08-04,2018-12-31,0,0
6125,1998-06-12,2018-10-06,1,1
2096,2001-03-05,2011-12-02,1,1
11181,2007-09-13,2017-09-10,1,1
14116,1997-05-07,2018-12-31,0,0
6204,2001-11-25,2011-02-18,1,0
4664,2006-10-01,2018-12-31,0,0
16314,1995-04-22,2018-12-31,0,0
5738,2004-06-15,2018-12-31,0,1
7009,2009-01-06,2018-12-31,0,0
648,1992-12-26,2018-12-31,0,1
19037,2001-07-18,2018-12-31,0,1
13927,1993-05-04,2016-09-20,1,1
3450,2005-03-04,2018-12-31,0,1
3347,2009-05-20,2018-12-31,0,0
17035,1999-05-26,2018-12-31,0,0
7458,2008-05-24,2018-12-31,0,0
12165,2009-02-06,2018-12-31,0,0
15320,1996-05-23,2018-12-31,0,0
7579,2004-11-09,2018-12-31,0,0
9116,2003-01-30,2018-12-31,0,1
1990,2005-03-28,2018-12-31,0,1
8603,2004-07-03,2018-12-31,0,1
8122,2002-09-12,2018-12-31,0,0
8657,1997-09-12,2018-12-31,0,0
18511,2008-06-22,2018-12-31,0,0
17485,1994-02-25,2018-12-31,0,0
4365,2009-01-15,2018-12-31,0,1
14714,1989-11-23,2018-12-31,0,0
2289,1978-11-14,2018-12-31,0,0
8152,2006-03-23,2018-12-31,0,1
8903,2008-05-04,2018-12-31,0,0
16796,2007-01-08,2018-12-31,0,0
4052,1996-04-19,2018-12-31,0,0
1465,2006-10-29,2018-12-31,0,0
2986,2003-04-24,2018-12-31,0,0
12344,2000-06-30,2017-09-10,1,1
18919,1989-09-21,2014-09-24,1,1
13842,1990-12-10,2018-06-14,1,0
9353,2000-01-24,2015-05-23,1,0
15383,2007-09-04,2018-12-31,0,0
3191,2000-08-30,2018-12-31,0,0
2519,2001-07-25,2018-12-31,0,1
11234,1999-03-05,2017-03-18,1,0
3002,2003-07-28,2018-12-31,0,0
8536,2003-11-28,2018-12-31,0,0
14093,1981-10-17,2018-12-31,0,0
8830,1990-12-20,2012-02-09,1,1
18501,2007-04-01,2018-12-31,0,0
12879,2003-09-14,2018-12-31,0,0
15846,1999-09-09,2018-12-31,0,0
897,2000-06-03,2011-05-16,1,0
9411,2003-04-13,2018-12-31,0,0
875,1988-07-21,2018-12-31,0,0
18011,2007-02-06,2018-12-31,0,0
16115,1995-11-29,2018-12-31,0,0
8748,2000-01-05,2018-12-31,0,0
2649,2009-04-04,2018-12-31,0,0
12673,2001-12-17,2012-04-19,1,0
12167,2000-09-13,2015-07-15,1,0
16944,2001-08-03,2018-12-31,0,1
7383,1992-08-23,2017-10-14,1,1
13392,2005-02-26,2018-12-31,0,0
16051,1994-05-09,2010-04-10,1,1
15304,1995-09-01,2018-12-31,0,0
8948,2001-02-09,2018-12-31,0,1
11764,2002-08-11,2018-12-31,0,0
200,1995-01-22,2010-01-31,1,1
12440,2008-09-21,2018-12-31,0,0
15811,1998-10-26,2018-12-31,0,0
3173,1986-01-22,2015-10-28,1,1
4918,1998-11-19,2018-12-31,0,0
13795,1990-02-05,2018-12-31,0,0
3606,2006-01-07,2018-12-31,0,1
3880,2007-09-11,2018-12-31,0,1
6619,1987-07-06,2013-08-26,1,0
3689,2003-03-17,2018-12-31,0,0
14140,2003-03-16,2018-12-31,0,0
18455,1989-02-23,2018-12-31,0,0
17441,2006-06-06,2018-12-31,0,0
4935,2001-10-18,2018-12-31,0,0
19740,1993-12-11,2017-02-25,1,0
7734,2000-01-24,2018-12-31,0,0
6334,1994-04-20,2018-12-31,0,1
10828,1985-04-04,2015-07-21,1,1
18074,1997-05-30,2013-02-07,1,1
4057,2000-07-06,2018-12-31,0,1
1551,2008-08-09,2018-12-31,0,0
7758,1999-07-08,2018-12-31,0,0
6356,2005-09-21,2018-12-31,0,0
18397,1990-11-01,2018-12-31,0,0
14884,2005-06-17,2018-04-22,1,1
1036,2005-09-15,2018-12-31,0,0
6970,1998-07-21,2015-07-13,1,1
9832,1990-09-21,2018-12-31,0,0
3075,2002-10-18,2018-12-31,0,1
9949,2000-10-13,2018-12-31,0,0
8826,1987-11-07,2018-12-31,0,0
19650,2005-09-14,2018-12-31,0,0
430,2004-12-27,2018-12-31,0,1
15307,2005-08-29,2018-12-31,0,0
16456,1994-03-22,2018-12-31,0,0
15516,1997-07-20,2010-06-22,1,1
12087,1996-07-22,2011-02-19,1,1
9981,1996-01-03,2018-01-24,1,0
14512,2006-03-13,2018-12-31,0,0
9401,1997-06-22,2010-01-08,1,1
7938,1997-05-03,2018-12-31,0,0
13323,2000-10-16,2018-12-31,0,0
8683,1998-01-23,2018-12-31,0,1
19903,1998-08-13,2018-12-31,0,0
1816,2001-01-11,2018-12-31,0,0
9919,2003-09-02,2011-12-20,1,1
5776,1993-10-31,2018-12-31,0,0
14119,2005-01-18,2018-12-31,0,0
5659,2007-07-27,2018-12-31,0,0
12909,1994-03-25,2014-12-16,1,0
7980,2006-03-03,2018-12-31,0,0
13555,1998-07-22,2018-12-31,0,1
12623,2006-12-30,2018-12-31,0,0
8831,1994-07-25,2018-12-31,0,0
1842,2003-11-28,2018-12-31,0,0
19906,2004-08-17,2018-12-31,0,0
13564,1992-06-03,2018-12-31,0,0
19900,1989-02-10,2017-08-07,1,1
5195,1987-01-24,2018-12-31,0,0
15728,2003-06-06,2018-12-31,0,0
18151,1990-11-26,2018-12-31,0,0
23,2005-10-08,2018-12-31,0,0
9796,2000-10-09,2012-10-12,1,1
3902,2002-08-10,2018-12-31,0,0
18693,2004-12-01,2018-12-31,0,0
19347,1997-06-16,2010-10-10,1,1
11107,2001-11-17,2018-12-31,0,0
7244,2003-09-16,2018-12-31,0,0
5628,2008-07-20,2018-12-31,0,0
7524,1997-01-13,2018-12-31,0,0
11994,1999-08-08,2018-12-31,0,0
4352,2007-06-12,2018-12-31,0,0
12807,2009-07-30,2018-12-31,0,1
10834,2003-01-17,2018-12-31,0,0
331,2000-11-26,2018-12-31,0,0
246,1999-07-20,2018-12-31,0,0
2048,2005-11-30,2018-12-31,0,0
7907,1992-08-27,2010-05-26,1,1
14831,1998-03-19,2015-03-31,1,1
17568,2007-09-15,2018-12-31,0,0
1450,2003-10-05,2018-12-31,0,1
14827,2006-08-29,2018-12-31,0,0
15440,2006-11-27,2018-12-31,0,1
7924,1998-11-13,2010-10-11,1,0
10764,2001-12-22,2018-12-31,0,0
7567,1991-09-18,2018-12-31,0,0
18746,2001-08-18,2011-11-03,1,0
4042,2003-10-19,2018-12-31,0,1
17404,1996-04-16,2018-12-31,0,0
13633,2006-12-30,2018-12-31,0,0
7601,2001-09-10,2017-05-09,1,1
18978,1995-05-17,2018-12-31,0,1
10131,1988-01-03,2018-12-31,0,0
10422,2006-06-23,2018-12-31,0,1
11427,2005-06-11,2016-11-04,1,1
19412,2009-11-08,2018-12-31,0,0
7548,2006-06-25,2018-12-31,0,0
15810,2004-03-18,2018-12-31,0,1
19109,2005-07-26,2018-12-31,0,0
13265,2007-12-30,2018-12-31,0,0
14561,2001-10-29,2018-12-31,0,0
12489,2003-01-14,2012-05-13,1,1
1675,1997-11-13,2018-12-31,0,1
7440,2009-01-07,2018-12-31,0,1
19920,1997-07-18,2018-12-31,0,0
16032,2008-12-04,2018-12-31,0,0
14780,1999-12-22,2018-12-31,0,1
817,2006-11-13,2018-12-31,0,0
5537,2007-06-03,2018-12-31,0,1
14801,2007-07-29,2018-12-31,0,1
360,2007-05-15,2018-12-31,0,0
12272,1995-03-24,2018-12-31,0,0
16397,2002-07-21,2018-12-31,0,0
10726,2008-12-28,2018-12-31,0,0
6017,1995-08-07,2011-08-20,1,1
16670,2008-03-20,2018-12-31,0,1
3782,1994-11-20,2018-12-31,0,0
14343,2006-05-02,2018-12-31,0,0
3910,2006-05-24,2018-12-31,0,1
8273,1999-01-29,2012-02-14,1,1
9685,2007-06-15,2018-12-31,0,0
18986,1983-01-20,2018-12-31,0,0
13013,2007-02-05,2017-02-19,1,1
11646,2003-02-13,2018-12-31,0,0
10718,2007-05-26,2018-12-31,0,0
10492,1984-01-27,2018-12-31,0,0
5354,1995-06-15,2018-12-31,0,0
1914,2001-12-10,2018-12-31,0,0
19912,2007-07-28,2018-12-31,0,0
1761,2007-11-28,2018-12-31,0,1
8918,1998-04-06,2018-12-31,0,0
5842,2001-09-20,2018-12-31,0,0
3802,1998-08-16,2018-12-31,0,0
3239,2001-01-30,2018-12-31,0,0
2426,2005-01-12,2018-12-31,0,0
11189,2004-01-20,2018-12-31,0,0
2951,1999-05-24,2018-12-31,0,0
8756,1997-06-24,2018-12-31,0,0
2302,2002-11-22,2018-12-31,0,0
5370,1990-07-14,2012-11-16,1,1
5797,2003-12-04,2018-12-31,0,0
8881,2006-05-14,2018-12-31,0,1
16564,2005-06-01,2018-12-31,0,0
18002,2003-10-14,2018-12-31,0,0
3882,2004-11-25,2018-12-31,0,0
1615,2008-10-04,2018-12-31,0,1
9911,2006-11-05,2018-12-31,0,0
8144,2005-02-04,2018-12-31,0,1
7893,2009-06-17,2018-12-31,0,0
6398,2007-03-04,2018-12-31,0,1
18954,2008-11-08,2018-12-31,0,1
15229,1998-07-22,2013-04-03,1,1
6417,1998-09-30,2018-12-31,0,0
16869,1993-05-13,2018-12-31,0,0
14638,1998-05-07,2018-12-31,0,0
16937,2000-08-09,2018-12-31,0,0
3143,2008-06-19,2018-12-31,0,0
10805,1988-11-15,2018-12-31,0,1
1594,2000-08-22,2014-06-16,1,1
361,2006-11-07,2018-12-31,0,0
18686,1996-10-08,2018-12-31,0,0
2466,2003-07-08,2018-12-31,0,0
1005,2006-01-02,2018-12-31,0,0
17500,2006-06-15,2010-08-18,1,0
16870,2003-04-02,2018-12-31,0,1
8941,2003-09-20,2018-12-31,0,0
13708,2003-01-17,2018-12-31,0,0
15024,2000-04-21,2018-10-13,1,1
275,2009-03-01,2017-10-19,1,1
343,1999-07-18,2018-12-31,0,0
7768,2007-12-02,2018-12-31,0,0
15805,2005-12-06,2018-12-31,0,0
13102,2002-10-17,2018-12-31,0,0
623,1996-01-06,2018-12-31,0,0
7958,2007-09-16,2018-12-31,0,0
16290,1993-11-09,2018-12-31,0,1
14494,1994-02-28,2017-12-27,1,0
7256,2005-05-14,2018-12-31,0,1
3978,2001-07-16,2018-12-31,0,0
4628,2007-02-09,2018-12-31,0,1
2321,2008-02-16,2018-12-31,0,1
12728,1997-05-02,2018-07-05,1,1
15943,2006-05-13,2018-12-31,0,0
5231,1994-06-03,2016-07-10,1,0
5330,2000-04-19,2018-12-31,0,0
7334,2001-07-26,2018-12-31,0,0
17417,1995-06-04,2012-04-19,1,0
15927,2008-04-14,2018-12-31,0,0
11375,1981-02-23,2018-12-31,0,1
19131,1998-12-14,2015-09-25,1,0
15921,2001-06-12,2018-12-31,0,0
7277,2000-01-25,2018-12-31,0,1
17192,1996-10-15,2018-12-31,0,0
3184,1998-12-30,2018-12-31,0,0
8013,1997-03-12,2018-12-31,0,0
17713,1972-06-10,2011-03-29,1,1
9870,1998-11-07,2017-01-10,1,0
2414,2003-12-26,2014-10-16,1,1
10074,2008-08-21,2018-12-31,0,1
8276,2002-03-21,2012-10-09,1,1
94,2003-10-22,2018-12-31,0,0
1367,2003-07-08,2018-12-31,0,0
4851,2008-07-13,2018-12-31,0,0
2262,1998-05-14,2018-12-31,0,0
16521,1997-06-28,2016-05-08,1,1
4928,2008-03-16,2018-12-31,0,1
6661,2009-12-13,2014-11-26,1,1
6428,2008-01-22,2018-12-31,0,0
14143,1997-04-15,2018-12-31,0,0
3212,1985-05-27,2015-07-18,1,0
173,2007-10-24,2018-12-31,0,1
16509,2003-05-04,2013-06-28,1,1
2738,2006-07-05,2018-12-31,0,0
5744,2004-04-23,2018-12-31,0,0
11442,1988-07-18,2018-12-31,0,0
11147,1997-03-24,2018-12-31,0,0
3839,1991-06-11,2011-11-17,1,0
13944,2000-12-27,2018-12-31,0,0
6431,1985-08-11,2018-12-31,0,0
17809,2006-02-28,2018-12-31,0,1
15140,2008-10-13,2018-12-31,0,0
9384,1999-09-22,2018-12-31,0,0
6502,2003-05-16,2018-12-31,0,0
4322,2007-04-24,2018-12-31,0,1
3646,1994-08-22,2018-12-31,0,0
11940,2004-12-23,2018-12-31,0,1
1840,1997-02-17,2018-12-31,0,1
10484,1993-12-24,2018-12-31,0,0
17124,2001-07-31,2018-12-31,0,0
15014,1992-04-10,2018-12-31,0,0
13317,1994-08-25,2018-12-31,0,0
17594,1996-01-16,2012-01-07,1,1
15476,2008-03-07,2018-12-31,0,0
290,2007-01-15,2018-12-31,0,0
142,2006-07-04,2018-12-31,0,1
18932,2005-10-12,2018-12-31,0,0
13597,1998-02-24,2014-02-12,1,0
16591,1997-12-30,2018-12-31,0,0
4497,1999-03-27,2018-12-31,0,1
10884,2008-09-26,2015-02-13,1,1
7992,2001-08-01,2018-12-31,0,0
16383,2001-10-28,2018-12-31,0,0
1340,1996-04-04,2018-12-31,0,0
3752,1993-11-09,2018-12-31,0,0
17792,2006-10-25,2018-12-31,0,0
12200,2008-06-17,2018-12-31,0,0
8413,2008-09-06,2018-12-31,0,0
3588,2004-09-04,2015-03-21,1,1
3844,2005-07-08,2014-05-17,1,1
14817,2004-10-28,2018-12-31,0,0
8508,2008-09-28,2018-12-31,0,0
7808,1999-09-04,2012-02-16,1,1
9378,1989-02-19,2016-10-13,1,0
11473,1997-09-21,2015-09-14,1,0
12052,1996-10-21,2018-12-31,0,0
10033,2003-12-15,2018-12-31,0,0
8823,2002-04-16,2018-10-10,1,1
2945,1996-10-02,2018-12-31,0,0
19963,2003-01-18,2018-12-31,0,1
6403,1991-09-20,2016-06-12,1,1
1314,2000-09-21,2018-12-31,0,0
15394,2003-08-28,2015-03-04,1,1
11618,2004-10-04,2018-12-31,0,1
12578,2008-12-28,2018-12-31,0,0
10812,2003-08-26,2018-12-31,0,0
3451,1997-11-23,2017-09-20,1,1
5823,1989-08-24,2011-09-20,1,1
1077,2002-05-26,2018-12-31,0,0
6020,1994-04-02,2017-01-20,1,1
7869,1998-01-19,2018-12-31,0,1
8952,1999-04-02,2018-12-31,0,0
4792,2000-02-02,2018-12-31,0,0
18685,1999-07-11,2018-12-31,0,0
6243,2001-10-04,2011-02-02,1,0
12630,2002-03-30,2018-12-31,0,1
11579,2006-09-05,2018-12-31,0,0
18974,1990-02-28,2018-12-31,0,0
15186,1996-12-12,2018-12-31,0,0
17854,2002-10-22,2018-12-31,0,0
17889,2004-04-05,2018-12-31,0,0
2467,1995-10-07,2017-02-28,1,0
861,2005-03-20,2018-12-31,0,0
8887,2005-06-05,2018-12-31,0,0
955,1999-08-16,2018-12-31,0,0
19304,2003-05-31,2018-12-31,0,1
6747,1999-03-11,2018-12-31,0,1
14853,2003-11-22,2018-12-31,0,1
7329,1995-03-24,2018-12-31,0,0
18258,2001-11-13,2013-12-10,1,0
4441,1989-08-10,2018-12-31,0,0
797,2005-06-24,2018-12-31,0,1
921,2005-02-05,2018-12-31,0,0
1154,2006-08-26,2018-12-31,0,0
5403,2000-06-01,2018-12-31,0,0
3767,2001-04-07,2018-12-31,0,1
5324,1995-05-15,2018-12-31,0,0
3271,2007-07-07,2018-12-31,0,1
10690,2003-03-30,2018-12-31,0,0
16619,1996-05-20,2018-12-31,0,0
13867,1996-08-02,2018-12-31,0,0
3194,1973-11-07,2011-12-14,1,0
10988,2000-08-09,2013-07-29,1,1
2266,2004-07-02,2018-12-31,0,0
17525,2008-01-09,2018-12-31,0,0
15617,2003-01-04,2018-12-31,0,1
13960,2001-05-09,2018-12-31,0,0
8959,1998-07-30,2018-10-27,1,0
397,1995-07-17,2018-12-31,0,0
14238,2006-08-08,2018-12-31,0,1
14991,1999-03-25,2018-12-31,0,0
12521,2007-07-11,2018-12-31,0,1
8837,2007-01-08,2018-12-31,0,0
4044,2006-02-19,2018-12-31,0,1
19360,1995-09-19,2018-12-31,0,0
6494,2007-11-11,2018-12-31,0,0
7168,2005-10-08,2018-12-31,0,1
18963,1999-10-22,2017-11-02,1,0
15512,1995-12-31,2018-12-31,0,0
18867,2008-06-05,2018-12-31,0,0
3587,1995-10-05,2018-12-14,1,1
10407,1996-09-22,2018-12-31,0,0
17418,1998-11-19,2018-12-31,0,0
16116,1993-12-23,2018-12-31,0,1
9078,2007-05-29,2018-12-31,0,1
18456,2002-10-05,2010-09-14,1,1
6199,2004-12-17,2018-12-31,0,1
10225,2007-03-29,2018-12-31,0,0
11504,2007-10-18,2018-12-31,0,1
13342,2007-04-07,2018-12-31,0,0
11846,2001-09-05,2018-12-31,0,0
1636,1986-06-15,2018-12-31,0,0
15623,2002-12-19,2018-12-31,0,1
18290,2004-09-01,2018-12-31,0,0
4752,2002-12-14,2018-12-31,0,0
16214,1995-02-16,2011-07-23,1,0
8426,1997-03-12,2018-12-31,0,0
8889,1988-12-01,2012-05-06,1,1
18156,2007-06-21,2018-12-31,0,0
11930,2009-04-12,2018-12-31,0,0
1428,2002-08-07,2013-10-04,1,0
12851,1994-10-31,2018-12-31,0,1
13979,2001-01-03,2018-12-31,0,0
11546,1999-12-31,2018-03-29,1,1
12364,1992-12-14,2010-06-01,1,1
17224,1999-11-15,2018-12-31,0,0
14624,1999-10-27,2018-12-31,0,0
10543,1999-03-31,2012-04-13,1,0
5579,1998-05-30,2018-12-31,0,0
9437,1992-03-03,2018-12-31,0,0
8894,1991-09-02,2018-06-09,1,1
7936,2007-07-23,2018-12-31,0,1
12616,1995-03-23,2018-12-31,0,0
11026,2008-05-20,2018-12-31,0,0
1987,1993-09-28,2013-05-28,1,1
5672,1995-05-30,2018-12-31,0,0
17790,2008-01-29,2018-12-31,0,0
433,2004-01-05,2015-09-24,1,1
19232,2009-06-05,2018-12-31,0,0
11323,2001-02-28,2018-12-31,0,0
4121,2009-08-11,2018-12-31,0,1
2748,1987-04-24,2018-12-31,0,0
1474,1974-06-19,2011-04-30,1,1
